1,木桶鸡肉饭,12,农园二层,套餐 中辣
2,木桶香辣肥肠饭,18,农园二层,套餐 中辣
3,木桶红烧肉饭,16,农园二层,套餐 微辣
4,木桶烟笋腊肉饭,18,农园二层,套餐 中辣
5,莲藕排骨汤,5.5,农园二层,汤
6,山药排骨汤,5.5,农园二层,汤
7,香菇排骨汤,5.5,农园二层,汤
8,姬松茸老鸡汤,8.5,农园二层,汤
9,冬瓜排骨汤,5.5,农园二层,汤
10,大枣乌鸡汤,8,农园二层,汤
11,玉米排骨汤,6,农园二层,汤
12,西红柿牛腩汤,8,农园二层,汤
13,绿豆排骨汤,5.5,农园二层,汤
14,黑豆猪手汤,6,农园二层,汤
15,笋尖老鸭汤,5,农园二层,汤
16,卤香干,1,农园二层,素
17,把子肉,3,农园二层,荤
18,卤狮子头,4,农园二层,荤
19,肉酱茄汁面(小份),8,农园二层,主食 面
20,肉酱茄汁面(大份),10,农园二层,主食 面
21,肉酱土豆面(小份),8,农园二层,主食 面
22,肉酱土豆面(大份),10,农园二层,主食 面
23,老北京打卤面(小份),10,农园二层,主食 面
24,老北京打卤面(大份),12,农园二层,主食 面
25,香辣肥肠面(小份),14,农园二层,主食 面 中辣
26,香辣肥肠面(大份),16,农园二层,主食 面 中辣
27,香辣羊杂面(小份),13,农园二层,主食 面 中辣
28,香辣羊杂面(大份),15,农园二层,主食 面 中辣
29,红烧牛肉刀削(小份),12,农园二层,主食 面
30,红烧牛肉刀削(大份),14,农园二层,主食 面
31,西红柿鸡蛋(半份),2.5,农园二层,荤 素
32,西红柿鸡蛋,5,农园二层,荤 素
33,肉丝春韭炒豆芽(半份),4,农园二层,荤 素
34,肉丝春韭炒豆芽,8,农园二层,荤 素
35,香辣脆皮肠(半份),5,农园二层,荤 中辣
36,香辣脆皮肠,10,农园二层,荤 中辣
37,剁椒鸡蛋(半份),4,农园二层,荤 中辣
38,剁椒鸡蛋,8,农园二层,荤 中辣
39,红烧茄子(半份),3,农园二层,素
40,红烧茄子,6,农园二层,素
41,炝炒圆白菜(半份),4,农园二层,素
42,炝炒圆白菜,8,农园二层,素
43,有机菜花炒肉(半份),3,农园二层,荤 素 中辣
44,有机菜花炒肉,6,农园二层,荤 素 中辣
45,临沂炒鸡(半份),7.5,农园二层,荤 中辣
46,临沂炒鸡,15,农园二层,荤 中辣
47,千叶豆腐(半份),4.5,农园二层,素 中辣
48,千叶豆腐,9,农园二层,素 中辣
49,香酥鸭(半份),4,农园二层,荤 微辣
50,香酥鸭,8,农园二层,荤 微辣
51,双椒鱼片,16,农园二层,荤 中辣
52,香炸鸡翅根,3,农园二层,荤
53,砂锅豆腐,6,农园二层,主食 面
54,砂锅白肉,9,农园二层,主食 面
55,砂锅小酥肉,9,农园二层,主食 面
56,砂锅什锦,8,农园二层,主食 面
57,砂锅马蹄肉丸,10,农园二层,主食 面
58,铁板肥牛饭,20,农园二层,主食
59,铁板排骨饭,15,农园二层,主食 中辣
60,铁板鸡排饭,12,农园二层,主食
61,铁板锅包肉,12,农园二层,主食
62,五花肉炒包菜(半份),5,农园二层,荤 素
63,五花肉炒包菜,10,农园二层,荤 素
64,小炒肉(半份),6.5,农园二层,荤 素 中辣
65,小炒肉,13,农园二层,荤 素 中辣
66,地三鲜(半份),3,农园二层,素
67,地三鲜,6,农园二层,素
68,锅包肉(半份),7.5,农园二层,荤
69,锅包肉,15,农园二层,荤
70,豉油罗马生菜,6,农园二层,素
71,茄汁鲅鱼,8,农园二层,荤
72,龙心丸子,8,农园二层,荤
73,酸菜汆白肉(半份),6.5,农园二层,荤 素
74,酸菜汆白肉,13,农园二层,荤 素
75,干豆角炖肉(半份),7.5,农园二层,荤 素
76,干豆角炖肉,15,农园二层,荤 素
77,小鸡炖蘑菇(半份),7.5,农园二层,荤 素
78,小鸡炖蘑菇,15,农园二层,荤 素
79,蒜蓉粉丝娃娃菜(半份),3,农园二层,素
80,蒜蓉粉丝娃娃菜,6,农园二层,素
81,金汤肥牛,15,农园二层,荤 中辣
82,金汤鱼片,10,农园二层,荤 中辣
83,麻辣三鲜,10,农园二层,素 中辣
84,生爆盐煎肉(半份),6.5,农园二层,荤 中辣
85,生爆盐煎肉,13,农园二层,荤 中辣
86,糖醋小酥肉(半份),5,农园二层,荤
