118,炸盐酥鸡（斤）,25,家园一层,荤
119,炸牙签肉（斤）,25,家园一层,荤
120,孜然鸭肉（斤）,25,家园一层,荤
121,卤鸡脖（斤）,23,家园一层,荤
122,奥尔良鸡片（斤）,20,家园一层,荤
123,炸藕盒（斤）,18,家园一层,荤
124,香辣口水鸡（斤）,18,家园一层,荤 辣
125,盐水鸡肝（斤）,15,家园一层,荤
126,香酥鸡腿,6,家园一层,荤
127,骨肉相连,2.5,家园一层,荤
128,清炒蒿子杆,3.5,家园一层,素
129,肉片烧茄子,4,家园一层,荤
130,香辣排骨,9,家园一层,荤 辣
131,妙脆鸡翅,6,家园一层,荤
132,鲜蘑鸡蛋,5.5,家园一层,荤
133,攸县炒香干,7,家园一层,素
134,剁椒鸡蛋,3.5,家园一层,荤
135,蒜蓉粉丝虾,5,家园一层,荤
136,软炸肉片,5,家园一层,荤
137,溜溜肉片,4.5,家园一层,荤
138,三鲜豆腐,3.5,家园一层,素
139,豉香鸡片,5,家园一层,荤
140,清蒸狮子头,5,家园一层,荤
141,白灼芥兰,3.5,家园一层,素
142,牛肠炖豆腐,7,家园一层,荤
143,三鲜瓜片,3.5,家园一层,素
144,香干炒芹菜,3.5,家园一层,素
145,蒜蓉西兰花,4,家园一层,素
146,泡脚鸭血,3.5,家园一层,荤
147,木耳炒马蹄,6,家园一层,素
148,老干妈爆鸡胗,7,家园一层,荤
149,咸肉蒸豆皮,6,家园一层,荤
150,锅包肉,5,家园一层,荤
151,番茄虾滑,10,家园一层,荤
152,五彩鸡丝,5.5,家园一层,荤
153,麻辣燕肉饺,5,家园一层,荤 辣
154,茄汁藕合,5.5,家园一层,荤
155,芹菜炒肉片,4,家园一层,荤
156,芝士拉丝热狗,6,家园一层,主食
157,豆花肥肠,10,家园一层,荤
158,盖菜炒鸡蛋,4,家园一层,荤
159,桂花山药,3.5,家园一层,素
160,春笋鸡块,3.5,家园一层,荤
161,五彩蛋羹,3,家园一层,荤
162,番茄鸡片,5,家园一层,荤
163,南乳方肉品盘,8,家园一层,荤
164,蒜蓉金针菇,4,家园一层,素
165,魔芋烧鸭,8,家园一层,荤
166,田园小炒,4,家园一层,素
167,猪肉炖粉条,5.5,家园一层,荤
168,芸豆烧肉,6,家园一层,荤
169,尖椒炒素鸡条,4,家园一层,素
170,砂锅豆腐,3,家园一层,素
171,黄豆烧猪皮,5.5,家园一层,荤
172,茄汁菜花,3.5,家园一层,素
173,东坡肉,8,家园一层,荤
174,汁水牛肉,12,家园一层,荤
175,百合炒南瓜,4,家园一层,素
176,山药炖乌鸡,5.5,家园一层,荤
177,桂花芋头鸡,3,家园一层,荤
178,烩菜,5,家园一层,素
179,珍珠藕丸,4,家园一层,荤
180,爆腌罗非鱼,8,家园一层,荤
181,秘酱麻花鸡,5.5,家园一层,荤
182,豆花青椒鱼,9,家园一层,荤
183,韭苔炒河虾,7.5,家园一层,荤
184,蒲公英炒鸡蛋,5,家园一层,荤
185,水果什锦咕老肉,7,家园一层,荤
186,蒜蓉粉丝蒸鱼片,7,家园一层,荤
187,油淋鲷鱼片,5,家园一层,荤
188,西芹炒腐竹,3.5,家园一层,素
189,蒸荠菜,4,家园一层,素
190,素炒什锦,3.5,家园一层,素
191,软炸虾仁卤香菇拼盘,10,家园一层,荤
192,黑椒猪柳炸时蔬拼盘,8,家园一层,荤
193,干炸虾鸡米花拼盘,8,家园一层,荤
194,南乳肉方菜花拼盘,8,家园一层,荤
195,葱烧大排炸时蔬拼盘,8,家园一层,荤
196,吉列猪排炸时蔬拼盘,8,家园一层,荤
197,西宁煎软鸡薯条拼盘,7,家园一层,荤
198,糖醋瓦块鱼土豆泥拼盘,7,家园一层,荤
199,叉烧翅根藕盒拼盘,7,家园一层,荤
200,风眼丸子双花拼盘,6,家园一层,荤
201,糯米卤蛋拼盘,5,家园一层,荤
202,盐水鸭圆白菜拼盘,5,家园一层,荤
203,尖椒猪头肉,8,家园一层,荤
204,五香毛豆,4,家园一层,素
205,雪菜炒粉皮,4.5,家园一层,素
206,韭苔炒鸡蛋,6,家园一层,荤
207,孜然鸡块,6,家园一层,荤
208,香芋扣肉,5,家园一层,荤
209,奥尔良烤鸡翅,6,家园一层,荤
210,虎皮鹌鹑蛋,4.5,家园一层,荤
211,家常豆腐,5,家园一层,素
212,蒸百叶包肉,4.5,家园一层,荤
213,太阳肉,4.5,家园一层,荤
214,玉米布丁酥,3,家园一层,甜点
215,肉片炒菜花,5,家园一层,荤
216,冬瓜鸡块,5,家园一层,荤
217,排骨炖玉米,5.5,家园一层,荤
218,虫草乌鸡汤,4,家园一层,荤
219,红枣枸杞粥（早餐）,1,家园一层,主食
220,玉米渣粥（早餐）,0.2,家园一层,主食
221,南瓜粥（早餐）,0.5,家园一层,主食
222,养生板栗粥（早餐）,2.8,家园一层,主食
223,燕麦粥（早餐）,2,家园一层,主食
224,醪糟汤圆（早餐）,3,家园一层,甜点
225,鲜豆浆（早餐）,1.9,家园一层,
226,鲜甜豆浆（早餐）,2.8,家园一层,
227,豆奶（早餐）,1.5,家园一层,
228,牛奶（早餐）,2.5,家园一层,
229,银耳莲子红枣羹（早餐）,4,家园一层,甜点
230,酸辣汤（早餐）,1.5,家园一层,
231,小肉卷（早餐）,1.5,家园一层,主食
232,老玉米（早餐）,1.5,家园一层,主食
233,猪肉大葱包子（早餐）,0.7,家园一层,主食
234,雪菜包（早餐）,0.7,家园一层,主食
235,猪肉圆白菜包（早餐）,0.7,家园一层,主食
236,煮鸡蛋（早餐）,0.5,家园一层,
237,豆包（早餐）,0.4,家园一层,主食
238,麻酱糖花卷（早餐）,0.4,家园一层,主食
239,油条（早餐）,0.4,家园一层,主食
240,馒头（早餐）,0.4,家园一层,主食
241,清油花卷（早餐）,0.3,家园一层,主食
242,小馒头（早餐）,0.2,家园一层,主食
243,糯米紫薯丸,3,家园一层,甜点
244,豆豉鲮鱼油麦菜,4,家园一层,荤
245,醴陵蒸鱼块,9,家园一层,荤 辣
246,蒜香豆苗,4,家园一层,荤
247,川香鱼条,8,家园一层,荤
248,荷塘三宝,6.5,家园一层,素
249,榨菜粒炒蚕豆,8,家园一层,素
250,黄豆烧肥肠,9,家园一层,荤
251,芦笋白玉菇,7,家园一层,素
252,芦笋炒蛋清,6,家园一层,素
253,肉末豆腐熬白菜,3,家园一层,荤
254,丝瓜肉丸,6,家园一层,荤
255,蜜汁南瓜,3,家园一层,素
256,孜然鸡块,6,家园一层,荤
257,豉油蒸茄子,3,家园一层,素
258,油淋芦笋,5.5,家园一层,素
259,清炒苦瓜,3,家园一层,素
260,酥炸小河虾,4.5,家园一层,荤
261,香芹肉丝,4,家园一层,荤
262,香芋地瓜丸,3,家园一层,素
263,蒜蓉空心菜,4,家园一层,素
264,豉汁秋葵,6,家园一层,素
265,鹌鹑蛋红烧肉,6,家园一层,荤
266,虾皮菠菜,3,家园一层,荤
267,腊肠有机菜花,5,家园一层,荤
268,红烧带鱼,7,家园一层,荤
269,尖椒肉丝,4.5,家园一层,荤
270,蒜爆肉,5,家园一层,荤
271,姜丝藕片,4.5,家园一层,素
272,雪菜扣肉,5.5,家园一层,荤
273,炒合菜,3.5,家园一层,素
274,飘香辣子鱼,6,家园一层,荤 辣
275,樟茶鸭,8,家园一层,荤
276,宫保鸡丁,5,家园一层,荤
277,香辣魔芋丝,4.5,家园一层,素 辣
278,盖菜鸡蛋,4,家园一层,荤
279,香菇蒸鱼块,6.5,家园一层,荤
280,瓤豆腐（块）,2,家园一层,荤
281,青椒炒肉片,5,家园一层,荤
282,豆酱烧茄子,3,家园一层,素
283,海米芹菜,3,家园一层,荤
284,麻婆豆腐,3,家园一层,荤
285,辣白菜五花肉,7,家园一层,荤
286,黑椒里脊杏鲍菇,6,家园一层,荤
287,耗油生菜,3,家园一层,素
288,回锅肉,5,家园一层,荤
289,大蒜烧鱼条,8,家园一层,荤
290,肉丝炒菌菇,6,家园一层,荤
291,香椿炒鸡蛋,5.5,家园一层,荤
292,桂花糯米藕,4.5,家园一层,素
293,线椒炒鸡块,6,家园一层,荤
294,剁椒鲫鱼,10,家园一层,荤 辣
295,豇豆肉片,5,家园一层,荤
296,京酱肉丝,5.5,家园一层,荤
297,小炒鸡块,6,家园一层,荤
298,猪肉炖粉条,4.5,家园一层,荤
299,肉沫黄豆芽,1,家园一层,荤
300,豆豉蒸排骨,8,家园一层,荤
301,麻辣香锅,5,家园一层,荤
302,尖椒土豆丝,2.5,家园一层,素
303,红烧鱼块,6,家园一层,荤
304,烤猪蹄,15,家园一层,荤
305,麻辣什锦,5,家园一层,素
306,腊味合蒸,7.5,家园一层,荤
307,肉片烧腐竹,4,家园一层,荤
308,香酥鸡腿,6,家园一层,荤
309,话梅烧翅根,7,家园一层,荤
310,炎陵口味鸭,15,家园一层,荤
311,老姜云耳炒鸡,8,家园一层,荤
312,桂花山药,3.5,家园一层,素
314,酸菜白肉,5,家园一层,荤
315,炸鸡翅,6,家园一层,荤
316,酥炸花椒芽,6,家园一层,素
317,虾皮炒菠菜,3,家园一层,荤
318,炸香春鱼,6,家园一层,荤
319,荠菜炒年糕,6,家园一层,素
320,奥尔良烤翅,6,家园一层,荤
321,肉末炒蒜黄,5.5,家园一层,荤
322,酿苦瓜,4.5,家园一层,荤
323,茉莉花炒鸡蛋,6,家园一层,荤
324,咸肉烧竹笋,9,家园一层,荤
325,腌笃鲜,8,家园一层,荤
326,剁椒蒸鸡块,6,家园一层,荤 辣
327,蕨菜炒肉,10,家园一层,荤
328,醋溜木须,4.5,家园一层,素
329,孜然炒烤肉,6,家园一层,荤
330,辣子鸡丁,6,家园一层,荤 辣
331,干锅而藕,4.5,家园一层,素
332,油爆鸭,8,家园一层,荤
333,老干妈炒郡把,6.5,家园一层,荤
334,肉片炒豇豆,5,家园一层,荤
335,红烧带鱼,7,家园一层,荤
336,酥炸虾,8,家园一层,荤
337,冬瓜汆丸子,3.5,家园一层,荤
338,红烧鲫鱼,10,家园一层,荤
