1,清汤馄饨,4,家园一层,主食
2,辣酱刀削面,5,家园一层,主食 辣
3,肉丁刀削面,8,家园一层,主食
4,小炒肉刀削面,10,家园一层,主食
5,海鲜刀削面,10,家园一层,主食
6,牛肉板面,12,家园一层,主食 辣
7,紫薯包,2,家园一层,主食
8,叉烧包,2,家园一层,主食
9,玉米方糕,2,家园一层,主食
10,南瓜窝头,1,家园一层,主食
11,红豆窝头,1,家园一层,主食
12,萝卜菜团子,1.5,家园一层,主食
13,小白菜团子,2.5,家园一层,主食
14,炒意大利面,5,家园一层,主食
15,鲜肉包,1,家园一层,主食
16,香菇鲜肉包,1.5,家园一层,主食
17,荠菜鲜肉包,1.3,家园一层,主食
18,茶叶蛋,0.6,家园一层,
19,煮鸡蛋,0.5,家园一层,
20,肉夹馍,5,家园一层,主食
21,酸奶麻花,2,家园一层,甜点
22,虾饺,2.5,家园一层,主食
23,鲜肉干蒸,1.8,家园一层,主食
24,桂花米糕,2,家园一层,主食 甜点
25,七彩燕麦包,2.2,家园一层,主食 甜点
26,流沙包,2.2,家园一层,主食 甜点
27,椰汁包,2,家园一层,主食 甜点
28,奶酪包,2,家园一层,主食 甜点
29,南瓜松糕,2.5,家园一层,主食 甜点
30,香芋派,5,家园一层,甜点
31,红豆派,5,家园一层,甜点
32,菠萝派,5,家园一层,甜点
33,麻团,1.5,家园一层,甜点
34,脆皮糖糕,1.3,家园一层,甜点
35,香肠炒饭,6,家园一层,主食
36,炒伊府面,6,家园一层,主食
37,雪菜肉末炒饭,5,家园一层,主食
38,鸡蛋炒饼,4,家园一层,主食
39,木耳鸡蛋炒饭,3.5,家园一层,主食
40,鸡蛋炒河粉,3.5,家园一层,主食
41,酱油炒饭,3,家园一层,主食
42,煎饼,5.5,家园一层,主食
43,笑脸牛肉煎饼,3.5,家园一层,主食
44,鸡蛋饼,3,家园一层,主食
45,火腿煎蛋,1.5,家园一层,荤
46,火腿鸡蛋夹饼,3,家园一层,主食
47,千层肉饼,2,家园一层,主食
48,酱肉包子,1.5,家园一层,主食
49,三丁包子,1.2,家园一层,主食
50,香菇鸡肉包子,1.2,家园一层,主食
51,南瓜马拉糕,1.6,家园一层,主食 甜点
52,紫薯马拉糕,1.6,家园一层,主食 甜点
53,红糖马拉糕,1.6,家园一层,主食 甜点
54,斑斓马拉糕,1.6,家园一层,主食 甜点
55,鸡汤土豆粉,5,家园一层,主食
56,肉末水晶粉,6,家园一层,主食
57,羊杂土豆粉,8,家园一层,主食
58,糯米鸡,3.5,家园一层,荤
59,煎饼,5.5,家园一层,主食
60,醴陵炒粉,10,家园一层,主食
61,烧饼,1.8,家园一层,主食
62,糖火烧,2.5,家园一层,主食
63,紫薯酥,4,家园一层,主食 甜点
64,肉松火腿酥,5,家园一层,主食
65,鸡柳卷饼,5.5,家园一层,主食
66,香肠辣条卷饼,6.5,家园一层,主食
67,鸡排卷饼,7.5,家园一层,主食
68,麻团,1.5,家园一层,甜点
69,糖油饼,1,家园一层,甜点
70,菌菇三鲜蒸饺,0.5,家园一层,主食
71,卤肉饭团,3,家园一层,主食
72,油条,0.4,家园一层,主食
73,水煎包,1,家园一层,主食
74,烧麦,1.4,家园一层,主食
75,芋泥雪花包,2.2,家园一层,甜点
76,奶黄包,1.5,家园一层,甜点
77,白菜猪肉锅贴,1.2,家园一层,主食
78,素三鲜锅贴,1.2,家园一层,主食
79,担担面,5,家园一层,主食
80,阳春面,3,家园一层,主食
81,辣酱面,5,家园一层,主食 辣
82,麻辣拌,12,家园一层,主食 辣
83,水饺,1,家园一层,主食
84,海鲜面,10,家园一层,主食
85,煮方便面,3,家园一层,主食
86,葱油花卷,0.6,家园一层,主食
87,小馒头,0.2,家园一层,主食
88,豆包,0.4,家园一层,主食
89,清油花卷,0.3,家园一层,主食
90,麻酱糖花卷,0.4,家园一层,主食
91,猪肉大葱包子,0.7,家园一层,主食
92,雪菜包,0.7,家园一层,主食
93,猪肉圆白菜包,0.7,家园一层,主食
94,水晶素三鲜包,1,家园一层,主食
95,果酱包,0.5,家园一层,主食
96,长子炒饼,6,家园一层,主食
97,手工饭团,4,家园一层,主食
98,荠菜鸡蛋煎包,1,家园一层,主食
99,老玉米,1.5,家园一层,主食
100,蒸山药（斤）,8,家园一层,主食
101,蒸红薯（斤）,5,家园一层,主食
102,千层肉饼,2,家园一层,主食
103,拇指生煎,4,家园一层,主食
104,茴香猪肉馅饼,2.5,家园一层,主食
105,白菜鸡蛋包,0.7,家园一层,主食
106,扬州炒饭,6,家园一层,主食
107,酱牛肉（斤）,60,家园一层,荤
108,渝味翅中（斤）,50,家园一层,荤 辣
109,渝味鸡胗（斤）,45,家园一层,荤 辣
110,酥炸虾（斤）,45,家园一层,荤
111,酱肘子（斤）,40,家园一层,荤
112,卤鸡心（斤）,30,家园一层,荤
113,酱猪蹄（斤）,30,家园一层,荤
114,樟茶鸭（斤）,30,家园一层,荤
115,渝味鸡爪（斤）,25,家园一层,荤 辣
116,干炸雷鱼（斤）,25,家园一层,荤
117,干炸带鱼（斤）,25,家园一层,荤
